*******************************************************************************
 Revised: September 30, 2021           Uranus                               799
 
 PHYSICAL DATA:
  Mass x10^24 (kg)      = 86.813          Density (g/cm^3)       =  1.271
  Equat. radius (1 bar) = 25559+-4 km     Polar radius (km)      = 24973+-20
  Vol. Mean Radius (km) = 25362+-12       Flattening             =  0.02293
  Geometric Albedo      = 0.51
  Sid. rot. period (III)= 17.24+-0.01 h   Sid. rot. rate (rad/s) = -0.000101237
  Mean solar day, h     =~17.24           Rocky core mass (Mc/M) =  0.0012        
  GM (km^3/s^2)         = 5793951.256     GM 1-sigma (km^3/s^2)  = +-4.3 
  Equ. grav, ge (m/s^2) =  8.87           Pol. grav, gp (m/s^2)  =   9.19+-0.02
  Visual magnitude V(1,0)= -7.11
  Vis. mag. (opposition)=  +5.52          Obliquity to orbit     = 97.77 deg
  Sidereal orbit period = 84.0120465 y    Sidereal orbit period  = 30685.4 d
  Mean daily motion     = 0.01176904 dg/d Mean orbit velocity    =  6.8 km/s
  Atmos. temp. (1 bar)  =  76+-2 K        Escape speed, km/s     =  21.3           
  Aroche(ice)/Rp        =  2.20           Hill's sphere rad., Rp = 2700
                                 Perihelion   Aphelion    Mean
  Solar Constant (W/m^2)         4.09         3.39        3.71
  Maximum Planetary IR (W/m^2)   0.72         0.55        0.63
  Minimum Planetary IR (W/m^2)   0.72         0.55        0.63
*******************************************************************************


*******************************************************************************
Ephemeris / WWW_USER Fri Jan 28 06:33:07 2022 Pasadena, USA      / Horizons
*******************************************************************************
Target body name: Uranus (799)                    {source: ura116}
Center body name: Sun (10)                        {source: ura116}
Center-site name: BODY CENTER
*******************************************************************************
Start time      : A.D. 1850-Jan-28 00:00:00.0000 TDB
Stop  time      : A.D. 2022-Jan-28 00:00:00.0000 TDB
Step-size       : 14400 minutes
*******************************************************************************
Center geodetic : 0.00000000,0.00000000,0.0000000 {E-lon(deg),Lat(deg),Alt(km)}
Center cylindric: 0.00000000,0.00000000,0.0000000 {E-lon(deg),Dxy(km),Dz(km)}
Center radii    : 696000.0 x 696000.0 x 696000.0 k{Equator, meridian, pole}    
Output units    : KM-D
Output type     : GEOMETRIC cartesian states
Output format   : 2 (position and velocity)
Reference frame : Ecliptic of J2000.0
*******************************************************************************
            JDTDB,            Calendar Date (TDB),                      X,                      Y,                      Z,                     VX,                     VY,                     VZ,
**************************************************************************************************************************************************************************************************
$$SOE
2396785.500000000, A.D. 1850-Jan-28 00:00:00.0000,  2.640754733328218E+09,  1.373941466702443E+09, -2.923461391066831E+07, -2.763303523980942E+05,  4.938660481700613E+05,  5.448428231950144E+03,
2396795.500000000, A.D. 1850-Feb-07 00:00:00.0000,  2.637986329802295E+09,  1.378877571712161E+09, -2.918003402651238E+07, -2.773287055539198E+05,  4.933496628139709E+05,  5.464322998008075E+03,
2396805.500000000, A.D. 1850-Feb-17 00:00:00.0000,  2.635208164133004E+09,  1.383808455462957E+09, -2.912531897570902E+07, -2.783146284478604E+05,  4.928257400947362E+05,  5.454397270285214E+03,
2396815.500000000, A.D. 1850-Feb-27 00:00:00.0000,  2.632420158960014E+09,  1.388734121369819E+09, -2.907046698840815E+07, -2.792912275316864E+05,  4.923039749733736E+05,  5.485540098359921E+03,
2396825.500000000, A.D. 1850-Mar-09 00:00:00.0000,  2.629622353348348E+09,  1.393654538854809E+09, -2.901551395140928E+07, -2.802535698298945E+05,  4.917776469428134E+05,  5.519040053122856E+03,
2396835.500000000, A.D. 1850-Mar-19 00:00:00.0000,  2.626814819235734E+09,  1.398569670318862E+09, -2.896048567155558E+07, -2.812441003092477E+05,  4.912518918237239E+05,  5.526032805234216E+03,
2396845.500000000, A.D. 1850-Mar-29 00:00:00.0000,  2.623997547475570E+09,  1.403479509385047E+09, -2.890530747071034E+07, -2.822039988656964E+05,  4.907164443007230E+05,  5.525434361793391E+03,
2396855.500000000, A.D. 1850-Apr-08 00:00:00.0000,  2.621170498250187E+09,  1.408384040146826E+09, -2.885001850737768E+07, -2.831707861592309E+05,  4.901798202362578E+05,  5.518919183030438E+03,
2396865.500000000, A.D. 1850-Apr-18 00:00:00.0000,  2.618333656078726E+09,  1.413283238396010E+09, -2.879467313734621E+07, -2.841640486882796E+05,  4.896519937853186E+05,  5.549216221917773E+03,
2396875.500000000, A.D. 1850-Apr-28 00:00:00.0000,  2.615487111677482E+09,  1.418177068629820E+09, -2.873923064868212E+07, -2.851512215868199E+05,  4.891172169323537E+05,  5.554486610956206E+03,
2396885.500000000, A.D. 1850-May-08 00:00:00.0000,  2.612630854109236E+09,  1.423065522278531E+09, -2.868364623379433E+07, -2.861306948664388E+05,  4.885800953940803E+05,  5.563863176843816E+03,
